text,label,uuid,label_id
explain restriction ap please,abbreviation,4a52c6bb-c981-4ac6-adc5-22ec8813df7d,6
show me flights from baltimore to philadelphia please,flight,af57fb2e-1c98-474b-9873-9f65a89f6aa8,0
does midwest express serve cleveland,flight,d8504803-34ce-4b3c-886f-b17cb243addb,0
what airline is ea,airline,aae960b3-2a16-4ef2-a8ff-2224127365a7,4
what are the classes of service for continental airlines,flight,0ebd7143-aa39-417c-ba44-e1a5403969d2,0
does midwest express have any flights from montreal to detroit,flight,903de4e1-13ec-476f-a247-36ce2cc919d5,0
show me the round trip tickets from baltimore to dallas,airfare,41e23882-cec1-42dc-ba6b-cfb04c80cd27,1
what evening flights do you have available from baltimore to philadelphia,flight,81dbccc6-ef74-4eac-bbc6-bb56dd68e405,0
list the flights from san francisco to philadelphia on american airlines,flight,c207d4e5-28ca-4e9c-8870-7454aeffb303,0
from los angeles to phoenix on a friday,flight,23261f66-3977-4fd8-ad9e-ed15b6f5063e,0
no i want to go from denver to oakland,flight,86310918-4034-4546-ade4-b4a7f77ca968,0
i 'd like a flight from san diego to toronto on alaska airlines leaving around 1 pm,flight,c9c45981-ddc8-4067-9d22-fb2085bdbd0e,0
what flights are available from dallas fort worth to atlanta,flight,7d2c1d3f-afca-4668-885d-7b494b909975,0
i would like to know the latest flight on wednesday you have leaving from oakland to salt lake city which offers a meal,flight,a6e06b8e-6b84-47cb-92f8-dd53f47cae0d,0
what is the earliest flight in the morning from boston to pittsburgh,flight,3ae2993d-171e-41c7-b97d-283bb5ead3ae,0
what time does the flight leave denver going to san francisco on continental airlines,flight_time,5cccfec7-3bc3-4b4a-ba29-6f89b7fb4bce,5
give me flights from chicago to seattle on saturday morning,flight,b404aade-8007-423b-bb6c-81dd03343748,0
what 're the lowest one way fares from denver to atlanta,airfare,cdff4ee7-4688-4833-bf0f-7104ada7aea2,1
how much does it cost to fly eastern airlines from atlanta to boston,airfare,1b100916-4f97-4845-bb7a-cf298615d73b,1
i want to find a flight from boston to atlanta,flight,2d055587-7a2d-455f-a1e0-87ff05af036b,0
i need a flight from denver to philadelphia,flight,5178204e-3949-4b7a-bbf7-adc8175bd973,0
i need a listing of flights from st. petersburg florida to tacoma washington leaving tomorrow and i would like to have a stopover in milwaukee please,flight,ff60d59d-9878-405d-b694-50ceb02f3714,0
all flights pittsburgh to baltimore on thursday arrival by 10 am,flight,733bf534-d7dc-4704-b72b-9deb0f497009,0
what ground transportation is available at boston,ground_service,13c3edbf-7813-4a11-93fd-8f3d95d66a5b,2
show me flights from dallas to houston and from houston to dallas,flight,58bd65fc-7519-4041-a8e0-fe87bc5b4378,0
i want a flight from toronto to san diego that stops in st. louis are there flights,flight,2315abec-ac88-4810-bd06-d723f3f1753e,0
i 'd like to go from boston to san francisco with a stop in dallas,flight,970c980e-9f00-4b0d-9f45-07de29da6d62,0
i need information on flights from kansas city missouri to salt lake city utah i am interested in only those flights on delta airlines,flight,2e3a4b5b-bccf-446a-867c-afd9c5c6a480,0
afternoon flight from denver to san francisco,flight,8e28198d-a8f2-47be-8d6f-88cfed9ea366,0
show me flights from dallas to san francisco on wednesdays,flight,08fc331f-4c19-4878-812a-ee8ea70dd5e3,0
can you tell me which flights go from memphis to tacoma and make a stop in los angeles,flight,89f1c9d6-8879-45ae-a432-591abe3a0bd0,0
please show all flights from philadelphia to denver airport next sunday,flight,f027f1dd-bd6a-434e-a3b3-da4d880c6dc6,0
i would like a flight from philadelphia to dallas,flight,8d14c14f-33d6-49cf-9438-a315fb887fb9,0
what are the afternoon flights for denver to san francisco,flight,9f19cc0e-77b9-4ff0-bcf6-1a29dc112452,0
show me wednesday afternoon flights from denver to san francisco,flight,835f2cc0-43ea-4362-8263-cb17afdbecf6,0
what flights go from boston to dallas,flight,e68e665f-7591-49ec-b000-2b1b012e1aea,0
i need information on a flight from washington to fort worth,flight,a3d87abe-c172-4da2-963a-6baaab7ca532,0
show me all the delta flights leaving pittsburgh between 12 and 4 in the afternoon,flight,2fd436ce-0f40-482a-8236-281a83a9cf23,0
show me the flights from dallas to baltimore,flight,11eff028-b164-48a1-8b62-dd1f6a470541,0
what is mia,abbreviation,f5a267ac-1bec-417e-a9b4-529727cca90a,6
do any of the continental flights from boston to san francisco stop in denver,flight,003e8c25-6697-4e49-b491-f28742a23e66,0
what is the earliest flight leaving boston and going to washington on september third,flight,b63a2cf0-8712-4756-87cd-226daae4faf9,0
please list the friday night flights from st. paul to kansas city,flight,39b2f333-5855-45f4-9403-3462399c9ca4,0
what flights depart from pittsburgh and arrive in oakland california,flight,b7c66b09-89ac-49db-ac39-981d96a7c840,0
are there any flights from chicago to minneapolis on saturday on continental,flight,61533d99-9223-4d5a-ae65-c92b2fea8898,0
what is the cheapest flight from pittsburgh to atlanta,flight,71a74679-25ed-4a49-9e45-6cc02c789bac,0
what about a car rental in denver,ground_service,0768533d-aa26-4f2a-adff-d59a48400614,2
could i have a listing of flights leaving boston going to baltimore leaving wednesday after 2100,flight,77cf6e3d-8d3b-49b0-87e7-70fa31914b9c,0
thank you very much now can you help me with information on flights from boston to atlanta,flight,91b199da-fc33-40a3-ab9a-23e656410670,0
i want the list of daily flights from milwaukee to st. louis,flight,1243ae7c-db6c-4b29-a3f6-a9f852db9400,0
ground transportation from airport in boston to downtown boston,ground_service,82bacaf7-c3a3-425c-b996-0df18edb90cf,2
i want a flight from milwaukee to orlando one way leaving after 5 pm on wednesday,flight,b3150a82-85fa-4043-858e-ebe27bcd50c3,0
show me the flights from philadelphia to dallas with one stop,flight,06036764-8d6a-4a56-9d24-b1c935bdd3a3,0
show the flights from milwaukee to orlando on a thursday morning,flight,f19a22b4-f280-4e62-b93e-4a3208378bf9,0
what are the flights from san jose to nashville on thursday the twentieth,flight,5339a545-05d1-4e89-ad27-387325826127,0
fares from dallas to baltimore,airfare,53be4ab4-5cbe-4769-a417-1c780f6979f6,1
display flights from dallas to atlanta which depart between 2 pm and 6 pm,flight,6eab1bd5-34c7-4ffb-97e1-9d4f9fbc46e2,0
list all flights from nashville to seattle,flight,301897b4-3a6d-4e52-aa1f-feba29d06012,0
i need fare information from denver to pittsburgh,airfare,ff4319ec-2fd5-4113-8a01-43a72fb9acba,1
i wish to fly from boston to washington please find an airline for me,flight,b249c819-8c23-43b5-abe6-7153016776ac,0
what is the departure time of the latest flight of united airlines from denver to boston,flight_time,dea5759a-f160-403c-b2c7-771795122130,5
show me the first class fares from baltimore to dallas,airfare,32a43c0b-c864-4ba0-9a4c-020bcc26a1ff,1
boston ground transportation,ground_service,bbd2842d-44fd-4f8d-b0da-33ec4b31da7f,2
i 'm traveling from boston to atlanta and i 'd like to go sometime after 5 pm but i want to know what kind of airplane it 's on,aircraft,30726ad4-142a-4a59-aac1-1db8bd75a308,8
i would like a flight from boston to denver on monday,flight,d330824d-f754-48e6-b770-63e3efbfe9b8,0
are there any flights from philadelphia to dallas which stop in atlanta,flight,752f64ec-fb8f-449c-80ef-2ace66ba47d0,0
please list available flights for next saturday from philadelphia to dallas,flight,865239a9-9801-47d0-8114-e895b7e6163b,0
i 'd like an afternoon flight from atlanta to san francisco with a stopover in denver arriving i 'd say about mealtime,flight,2d2d320a-4391-4ce9-ae8f-8c58f49e85a1,0
list flights from denver to baltimore,flight,0b3c728e-8c2c-4deb-bdf6-8eefb2e7f670,0
what flights are there from tampa to charlotte,flight,999ac7ed-f755-44ef-ab02-0548e4e13759,0
shortest flights from nashville to st. petersburg,flight,d6850a32-2daa-49f3-8bd8-d0d270782e39,0
what are the early weekday flights from san francisco to pittsburgh,flight,314490fc-b4d7-47d0-9221-cbe67638ae0b,0
yes i live in washington and i want to make a trip to san francisco which airlines may i use for this trip,flight,18a96175-07ec-4365-b621-e1406afeaccd,0
how about april twenty seventh denver to washington,flight,08228782-ca09-4d75-a26a-facdfc156741,0
can you show me economy class one way fares for flights from oakland to dallas on december sixteenth,airfare,15df38f3-946c-4b4c-9998-3930b306bffa,1
show me round trip fares from san jose to salt lake city,airfare,6c6a3929-6eb4-442d-8005-cca90ea26c0c,1
what type of ground transportation is available between the airport and downtown san francisco,ground_service,74097672-5186-456d-b679-76e672ddabfd,2
please show me airlines with flights from denver to boston stop philadelphia,airline,03a4d89f-44cd-4a81-9781-ff1531f5307c,4
i would like to book a flight for may twenty sixth going from tampa to milwaukee a direct flight if possible,flight,a645a458-df50-4119-82f0-7aa079449fbf,0
what is the lowest fare united charges between boston and san francisco,airfare,ab0deebd-b838-4253-b618-b004e7b94706,1
show me ground transportation information for pittsburgh,ground_service,68d2815b-e068-45d8-95fb-6279fa01e987,2
show me flights from pittsburgh to san francisco on friday leaving after 12 noon,flight,58553f27-37ae-45df-a262-57e7c0b02cc6,0
is there transportation from the atlanta airport to downtown atlanta,ground_service,d68accee-dd07-4844-959f-c1c3d5eea620,2
show me flights from boston to baltimore coach on wednesday about 12 noon,flight,b2102d00-9236-4e0f-95a3-7aecca0e7556,0
show me flights with first class reservations from san francisco to pittsburgh for monday,flight,f8f3b8aa-eef9-4ccd-81ec-e49d258b9345,0
i 'd like to leave from boston on tuesday and i 'd like to leave sometime in the morning,flight,da91bb6c-8583-4665-9dd7-2679599e19d9,0
explain the restriction ap 57,abbreviation,9bae64fe-709c-446e-8737-5c383c792146,6
what airlines fly boston to baltimore,airline,2286b708-eb9d-4760-8620-98f622a476f2,4
i want a flight on twa from boston to denver,flight,4cef1fed-a874-40a1-9ac6-3f7929ae18fe,0
tell me what airline and the earliest flight leaves between atlanta and denver,flight+airline,419c6ae6-d072-46d2-938b-0cf7f815214c,22
show me all flights from denver to pittsburgh which serve dinner,flight,a8b38429-fdf1-4b0d-ac2c-182ec4fa4ef2,0
what is the earliest flight from boston to san francisco,flight,6508c26b-0442-4d4e-951c-fbff30bc6168,0
i 'm looking for a flight traveling from boston to denver one way and the cheapest way possible,flight,567362ac-e265-42f4-96c7-0c197d4e7e53,0
round trip flights between houston and las vegas,flight,b385fe1f-b9aa-4a4b-b2b9-e2a052fc95d6,0
what is the earliest flight that eastern has between boston and washington,flight,48df96de-fd89-49db-a772-b5d495d86739,0
flights from newark to cleveland daily 5 o'clock pm,flight,517ade2b-e75e-416d-bba8-5c67c899c4ec,0
what is the earliest united airlines flight flying from denver to baltimore and arriving on july fourth,flight,1a50d83c-26f0-410a-82bd-cb3c7c165a67,0
please give me a list of all the flights between dallas and baltimore and their cost,flight+airfare,3e36b73d-7cf3-48e3-8951-fa8ba11d8dd1,21
what are fare codes qw and qx,abbreviation,9cf94e4b-70a5-45e7-a645-1f67e4a6093a,6
what does restriction ap 80 mean,abbreviation,fbda2e33-ffc3-4482-ba8e-1aae36ffbce4,6
what flights from kansas city to chicago leave next wednesday returning the following day,flight,df84a6f3-b271-42a8-8c9d-4a9121f2b011,0
the flight will originate from boston,flight,3d58c3f8-0a37-492c-9f95-7ea4f3322512,0
how much does it cost to fly directly from philadelphia to san francisco on american airlines,airfare,0511c79c-9a0c-4d16-99ef-b455fffc5c22,1
is there a flight from pittsburgh to baltimore that arrives between 6 and 7 pm,flight,dbdf365e-617c-4791-b37c-5d6c877b3730,0
how much is an economy ticket from washington to san francisco on september thirtieth,airfare,7c394ed5-f426-4c1e-9ec7-6cf0e7b5e7f7,1
can you show me the available flights from baltimore to dallas with economy fares,flight,7cfaa063-ae03-44c0-9335-f538fd4ae57b,0
list round trip flights from orlando to kansas city,flight,9c2ba2b1-1315-49e2-8a02-59d84cb2f1ab,0
i would like to fly from denver to pittsburgh on the cheapest flight possible,flight,dbc0afe2-2fb9-4e5f-b181-92fdbf5f49f7,0
what type of aircraft leaving philadelphia to dallas,aircraft,df5ec870-1f81-4508-8497-ce5ecd666ad2,8
show me the fare for us flight 3357 from philadelphia to baltimore,airfare,22135398-0896-414f-8ff8-5d88345fec89,1
please give me information on a flight on april seventeen from philadelphia to boston as early as possible,flight,b0c74e54-6a56-468f-b31b-a9d18e5c36f3,0
show all nonstop flights from boston to san francisco,flight,abf72b4d-a805-4c59-b0d3-ab2a6e955923,0
what kind of airplanes are used by delta airlines flying between washington and denver,aircraft,3d241e3d-3fdc-477f-b19d-090bdf8d5156,8
what are the flights from kansas city to burbank on saturday may twenty two on america west,flight,2b19d4e6-2b3f-4e0a-b1e4-7d667a557848,0
give me a flight from new york city to las vegas and a flight from memphis to las vegas that arrive at the same time,flight,a134ddd5-2dd9-476a-aba0-97d4fd2f4411,0
what flights are there from minneapolis to newark on continental,flight,c17c8332-2551-4269-a433-38bf0d977a8b,0
list all flights on sunday from san francisco to pittsburgh nonstop,flight,c6941135-1e25-4649-ad43-8a476b99b99b,0
show me airlines between boston and san francisco,airline,90d06d6c-5fac-4b65-83b5-6ad66ad23ed6,4
list the number of flights arriving in dallas fort worth from boston before noon,flight_no,853bf356-a4f0-4569-8f12-931af1087b3a,23
show me flights from pittsburgh to san francisco on sunday,flight,bc0194da-2c98-49cd-b5e9-c5fa87d0ca45,0
from baltimore to san francisco,flight,68c0f4b6-34d0-443e-b4dc-7595f061a35e,0
is there a flight on delta airlines from boston to denver,flight,c873c9f6-905b-4e29-8e52-d07b13c1dc8a,0
what is the earliest flight leaving boston on july first to dallas on july first,flight,56081384-4ad7-429e-b9ce-38376787772b,0
show me ground transportation in washington dc,ground_service,4ab0c4cc-5c20-4d3c-b065-a6fd3c12a369,2
show me the latest flight from san francisco to denver,flight,f125a270-dd6b-4936-80d9-9a8a9190df65,0
is there an airline that has a flight from philadelphia to san francisco with a stop in dallas,airline,2183d89f-cb62-46d3-b051-82e6f2bbec85,4
show me the itinerary of the connecting flight from boston to denver that departs boston at 10 am,flight,09b3d72c-358c-43e4-86b7-a83769f70c3a,0
i 'm looking for flights from oakland to atlanta leaving before 1045 am,flight,f3638e12-b9fc-4722-ab8e-b642ac1fc337,0
list all flights from boston to atlanta after 6 o'clock pm on wednesday,flight,dae2a68e-a894-4ab4-ad52-456fc79f76c8,0
what is the cheapest one way fare from boston to washington,airfare,6a513a95-7079-4c83-83d2-d34580ce5834,1
i 'd like to buy a coach class ticket for a flight from denver to atlanta,airfare,45f4f532-0e76-4f31-8ac7-2d35166143ff,1
display all the flights from baltimore to dallas which leave after 4 pm,flight,9376a061-0497-4c62-9557-88c8fdef7d57,0
what city is mco,city,fed5a95e-4994-4763-b207-8a3e4933a72d,9
show me the flights from salt lake city to st. petersburg on wednesday,flight,c971bdcd-575a-4a8f-b094-63010a127fee,0
i need a flight from ontario to los angeles on a thursday,flight,7b02d897-d3a5-49e7-aa8b-06ad90be55c5,0
please give me a flight from pittsburgh to san francisco monday,flight,675d97bd-9768-4d35-ab1c-fb80cbbe94e3,0
san francisco to denver,flight,688754fb-8c29-4d9b-b2b5-784cba3df5cb,0
show me all the eastern airlines flights leaving pittsburgh between 12 and 4 in the afternoon,flight,f58c84cf-c98e-4c11-88c8-326dafd7c26a,0
show me fares from seattle to minneapolis,airfare,d5d08293-249b-4c59-982c-43c64296a49a,1
give me the flights and fares on december twenty seventh from orlando to indianapolis airfare,flight+airfare,3ca18d57-89f6-49a1-9276-6b07a0a2bdeb,21
show me the flights from montreal to chicago,flight,215023dd-43b7-48ca-9724-61a1db5e9c16,0
give me american airlines flights from milwaukee to phoenix on saturday and on sunday,flight,96ce123c-dd05-4c42-8cec-5da80404a65e,0
show me flights to san francisco arriving before 1,flight,1f385ec7-eb9b-42c6-86b5-7a98c5bf4c2b,0
show me flights going from san francisco to pittsburgh first class on monday of leaving after 12 noon,flight,56a2e1c6-3b3b-4025-842c-4e06862e056d,0
from new york to toronto on thursday morning,flight,efdf0b08-7cdd-4e4a-998f-4046217671be,0
i 'm interested in a flight from dallas to washington and i 'm also interested in going to baltimore,flight,2d8018cc-ddeb-48f5-aaec-022a853a2b6b,0
which cities are serviced by both american and delta airlines,city,8cf2dd9d-70ed-4704-9ee6-ab7600e71051,9
what are the flights from dallas to philadelphia,flight,d27111b5-e487-4c7d-bd4c-866805b1bc54,0
show me flights from new york to miami on a tuesday with a round trip fare less than 466 dollars,flight,4f069e8c-0a92-4017-b2fe-53c56a1f51af,0
are there any flights next monday morning from pittsburgh to san francisco,flight,5c6ee74e-12b8-41c9-9b1f-b87d8b8dc75b,0
show me all flights from philadelphia to denver on sunday which leave philadelphia after noon,flight,12c4041d-3fa5-4808-a205-71d5ec0d1be9,0
i need to fly from pittsburgh to oakland and depart in the afternoon,flight,3ba001dd-7c28-482e-b4f8-de745a254a4c,0
show me fares from houston to las vegas,airfare,fab453a5-d6c6-467c-8851-fbac9f9d38a0,1
information on american airlines from fort worth texas to philadelphia,flight,2dea0ec5-fa45-4fd3-b0b6-592e6f83a1b4,0
i need information on flights leaving philadelphia on friday arriving in oakland california,flight,c1be12f9-d06a-4767-bebb-26ecbee37b9e,0
does continental fly from denver to pittsburgh,flight,6e4de70e-d29f-4cd1-83ca-2155abe507e4,0
i would like a flight from philadelphia to dallas arrive dallas about 12 noon,flight,327f395f-9b49-4e58-8b28-1f9c1f3f02a7,0
i 'm starting from denver,flight,54db9251-809d-44d4-9bb3-aa843fb18422,0
is there ground transportation in baltimore,ground_service,d9adc96c-c790-475a-85d8-de74152e4dbb,2
what is the earliest arrival in salt lake city of a flight from toronto,flight,82b289c6-64c8-4311-85bc-85a3ede894fa,0
okay just on november twenty third i want to fly from atlanta to denver and i need to know what flights are available,flight,cc2b5414-2642-4734-80f4-88a41b182146,0
show me all flights from san francisco to denver,flight,59af8041-af86-407e-baa9-3169c310f6d4,0
i 'd like to fly from philadelphia to san francisco with a stopover in dallas,flight,78748443-8e7b-47ab-a39f-8cd5ab4eaf9c,0
i need a flight from kansas city to chicago next wednesday that reaches chicago around 7 in the evening,flight,c2531324-bd28-4bb5-8a2b-a2727ffb332e,0
oakland to philadelphia,flight,adaa9c86-3d2c-4d4f-8500-b0b4cf046849,0
shortest morning flights from cincinnati to tampa,flight,6b74a6f7-0861-4c7c-b4fc-f4e2fbf853ad,0
can you tell me the latest evening flight from atlanta to denver on july seventh,flight,aeec674b-08fd-4aff-85cd-e28b34a7d487,0
what flights are there available from philadelphia to denver on wednesday with economy class,flight,77ffd7b9-b2aa-4d1e-944b-fce300f598a2,0
what planes are used by twa,aircraft,5534fabb-d1db-408e-abe8-7ac11c5e633d,8
what do these cost,airfare,a4dcf9e5-3a2a-4bb3-867c-454c83e54d83,1
show me first class flights from new york to miami leaving on a tuesday,flight,3a7b8710-1415-44e7-a231-3102ae9a2f47,0
what are the flights from orlando to cleveland on us air that arrive around 10 pm,flight,eedfeed4-bd62-434d-abae-d244d631bdb3,0
what cities does continental service,city,69f61df6-09df-4fc5-9131-1044bab0f05b,9
which airlines fly into and out of denver,airline,6e0fc14e-e93d-48e9-92cd-5cb79892e801,4
is there ground transportation in oakland,ground_service,6849ca8b-3772-414e-898d-cf652966a4a7,2
please give me evening flights leaving philadelphia to san francisco friday,flight,2730a440-314a-4996-bbd8-544b144eb3e6,0
information on flights from pittsburgh to philadelphia,flight,b8d809b5-2898-4c5c-99af-ab398e5f1cf3,0
flights from milwaukee to phoenix on saturday or sunday american airlines,flight,85b61fc2-3ecb-4f8c-b911-ee6e6a6f0726,0
i need to go from boston to dallas,flight,022ed77b-6a78-4854-83f1-025daded3c42,0
what are the flights from boston to baltimore leaving tomorrow,flight,f4b22b82-be93-46cf-8ad6-36b7f5718ed4,0
philadelphia to san francisco with one stop in dallas please,flight,c1ff6394-f810-47e3-8e03-b32da0712ce5,0
i 'd like to find a us air flight from orlando to cleveland that arrives around 10 o'clock in the evening,flight,5d8f0b7f-254a-47cc-89a3-6789448980a6,0
what flights from miami to indianapolis,flight,69414563-7162-4db9-9c58-b439288cc575,0
show me ground transportation in boston,ground_service,c5a9093b-83c8-4f2a-95ec-ddca4e886137,2
what is the latest flight leaving newark for los angeles wednesday,flight,6129392b-2907-486a-a4fe-e1e7f1716090,0
what is the earliest nonstop flight from washington to san francisco,flight,0c54d7e9-19e3-472d-8ccf-219d3f04a1f0,0
what airlines fly between boston and atlanta,airline,42b87dc2-f4ce-456a-9917-8058d9e02830,4
what are the fares from dallas to san francisco on flight dl 217,airfare,04a08f62-c136-4afe-8f39-f040be15cd90,1
what delta flights from cincinnati to new york city arrive at new york city before 6 pm on saturday,flight,c65ba6df-6855-4682-bac8-a7b8f5117957,0
show me early friday morning flights from san francisco to boston,flight,c137c2f0-a558-4d99-8122-cc2270e75e7f,0
which airlines fly from boston to washington,airline,aa090c3a-ffa5-4b91-8bfe-b7c99c3a1d34,4
list possible round trip daily flights between boston and oakland,flight,bcdd4599-15f8-44a3-a466-f79f1ba89b8d,0
what is the earliest flight between pittsburgh and denver that serves breakfast,flight,b34bef0f-3784-47c5-ad1c-714afea69604,0
how long is a trip from philadelphia airport to downtown philadelphia,distance,48394857-1490-4ff1-a920-64c9f9f6d883,10
show me the flights from dallas to baltimore with a fare of 415 dollars,flight,07178290-7d88-4a6e-99f4-81247b4e7283,0
what are the fares for flights between atlanta and dfw provided by delta airlines,airfare,ee8be8f3-3ef5-4dd0-8b6d-3ec0674ddea1,1
what is the total seating capacity of all aircraft of american airlines,capacity,2bd012a9-d4d8-4646-9249-19a73f8c88a0,16
please find the earliest possible flight from boston to denver,flight,4e3ba4db-73ae-4f2d-ace9-57292b583235,0
i 'd like to book an flight on american airlines from boston to san francisco with one stop in pittsburgh,flight,fc026381-2256-4009-a72c-0469c2eb339d,0
what kind of aircraft does delta fly before 8 am on august second from boston to denver,aircraft,1c3b6adc-a9f0-4546-97ef-faba2aca9bbe,8
on friday i need to see all flights that leave atlanta and arrive in dallas before 6 pm,flight,7e951569-a10f-49f2-b4ae-1f9782b35591,0
show all flights from denver to san francisco,flight,2cae7924-b809-4261-8bc2-4f2c62866ed3,0
what flights are there from pittsburgh to san francisco on friday,flight,580d53ba-2ee4-4612-9cb4-908a0546797a,0
list all flights leaving on thursday morning from new york city to montreal,flight,dba8aa07-6d62-45fe-96d8-71a1ba81add1,0
okay i would like to fly from atlanta to philadelphia,flight,b2d3f404-335f-415d-ba14-5ed572cba94e,0
show me the dinner flights from baltimore to oakland,flight,e162ed6d-dea0-4a55-96b8-7015f917e7de,0
give me fares from atlanta to baltimore,airfare,5b032843-8582-43e5-a92a-c24a5fc3221b,1
what airlines fly from burbank to denver,airline,75030a1d-90a9-4960-8907-d9bb4a326582,4
what flights are there from atlanta to washington early on thursday mornings,flight,a785e657-86a4-4aa8-b3e4-ae886085097b,0
flights from pittsburgh to newark,flight,d21f0396-d83a-42c5-8e2b-2f1f22a27cd9,0
okay that sounds great let 's go from atlanta on april twenty one in the morning to dallas least expensive fare one way,flight,70f8a325-d5e5-4b34-a36e-c06a9dd15e84,0
please list the morning flights from kansas city to atlanta,flight,2d1cd1d8-3da1-4bc0-84bd-0a939a2e714f,0
show me the cheapest fare from dallas to baltimore,airfare,8ddead8d-f47c-4f9a-8f14-e11e25874dbd,1
please list any flight available leaving oakland california tuesday arriving philadelphia wednesday,flight,b6ce6fc1-04e4-4623-808d-d3afe525695b,0
show me flights from pittsburgh to philadelphia,flight,6ef04eb7-d12a-4d57-ae9e-f45686cc502a,0
american flights from san francisco please,flight,ca4652af-c446-4e90-99f9-a169648b30b6,0
is there any ground transportation to the city in dallas,ground_service,99c4b903-8f02-4c30-b943-6826bdcf8254,2
show me oakland to dallas flights,flight,93b99837-f68e-4144-bd32-d0816cccc57d,0
show me the flights from boston to pittsburgh on thursday,flight,493b870b-bbb6-45a8-a96f-35bae34e7eb4,0
please show me airlines with service from boston to denver,airline,00b984fe-96ae-47c4-9dac-c3b6f3f3b240,4
is there ground transportation from the airport to downtown phoenix,ground_service,2031d92b-d324-4f05-947c-87016f0e2b59,2
flight numbers and airline that fly to seattle from pittsburgh,airline+flight_no,a301087e-3b4d-42ac-b437-1c20b4173c74,12
flights from baltimore to philadelphia where the round trip fare is less than 1000 dollars,flight,befed2b7-cc41-4035-bcf4-8c903f643280,0
what is american 's schedule of morning flights to atlanta,flight_time,ba78f060-4583-4611-8d97-5f68c52da7d9,5
i need a flight from new york to montreal thursday may six arriving before noon,flight,95e74d80-e369-49db-8c0f-1508b1be071b,0
please list all the flights from boston to denver which serve meals,flight,21ebacfd-d074-46d6-b6ce-434638d65f23,0
flight leaving chicago to nashville,flight,7889ebdf-5bf2-48f3-acca-d2a953477cae,0
are there any limousines or taxi services available at the boston airport,ground_service,bbc48d77-70f3-4591-9b13-7b4800cfabde,2
show me all daily flights between milwaukee and orlando,flight,037e6974-d289-441a-83a0-25fb71648735,0
what flights are available from dallas to atlanta with one way economy fares,flight,2fda04a9-5749-4c7e-bc3b-8ad5b783ebf2,0
i want to fly from dallas to san francisco,flight,4f8824df-2d76-4db3-ab98-872f18a5af8a,0
what 's the cheapest flight from baltimore to dallas on american,flight,fa390895-3c0e-4110-b142-4f497fc534f0,0
list daily flights from denver to baltimore with first class service,flight,ab3d3fec-1fc2-44df-b16e-91a437f08b03,0
what 's the cheapest fare from san francisco to baltimore,airfare,00f39372-5d4f-4e42-a7e7-6752b15e2ced,1
what 's the latest flight i can get from dallas to boston,flight,c91b3241-d14a-4d38-9a45-6998184fdfd4,0
what flight from boston to atlanta arrives earliest in atlanta,flight,356fb529-7d91-4643-87e7-c3e41ea93826,0
i need a flight delta airlines kansas city to salt lake,flight,d1f36ad0-db07-49ea-8b15-692a01a7f7e9,0
i need ground transportation in seattle,ground_service,797f2eb7-f777-409e-a9ef-a0a1bb064549,2
show me the earliest flight on wednesday from baltimore to newark,flight,52c30311-8ab8-47f1-9256-96bbf414e7b8,0
list the flights from philadelphia to san francisco via dallas,flight,8837d831-20ec-4b1a-a765-435efbdd28a7,0
now i need a flight on tuesday from phoenix to detroit,flight,44e21344-447f-481b-af54-af311f0027bb,0
what flights leave from atlanta to boston on june twenty ninth in the afternoon,flight,998cc0e5-97a9-47b7-ae91-7d4c928f189b,0
how many people fly on a turboprop,capacity,ac670fc6-066e-46b2-b6fa-b826d718bae1,16
could you please show me all flights from milwaukee to montreal,flight,e3b7bb8c-6c70-4f71-b158-dc5ffd0a72a4,0
please list all united flights between pittsburgh and baltimore,flight,195c09bd-e548-4562-be4b-118ffb4aec3b,0
show me ground transportation in dallas please,ground_service,69d1d0a1-2a40-43eb-b76f-197ae4e5e776,2
show me the latest flight on wednesday from atlanta to washington dc,flight,0765c133-8ef4-41a0-a165-0eaf0d057dcd,0
what are the least expensive flights from denver to atlanta,flight,27e50c31-ff93-43b6-ba8f-c1c034bee077,0
what round trip tickets are there from cleveland to miami on us air that arrive before 4 pm,airfare,29ec6ffe-6b6b-4bc4-af1c-2f4a33df62d5,1
give me the flights with the fares on december twenty seventh from indianapolis to orlando,flight,eea33b73-4cc6-4310-9b37-8510dc08eed5,0
do you have a flight from salt lake city to st. petersburg,flight,3ec89dd3-9579-4279-9f78-a91eaf958c25,0
show me the cheapest flight arriving in baltimore on june fourteenth starting from dallas,flight,ad35988c-c52c-4041-8772-81e95a68064a,0
list all flights on continental leaving denver on monday,flight,1410d6c3-077d-4476-8196-93db7fe4c15f,0
i 'd like a cheap flight from dallas to baltimore on january first,flight,ec24336c-f708-4e87-8fc7-58bad9255328,0
show me the flight from detroit to westchester county with the highest one way fare,flight,142695ca-0794-4e60-9a8c-e03635be049c,0
show me all flights both direct and connecting to either san francisco or oakland from boston that arrive before 2 pm,flight,296d1b3f-1d32-4033-8181-7f499242a27b,0
flight numbers from columbus to minneapolis tomorrow,flight_no,e5695e27-8302-4d0a-acab-f2e00555f361,23
display all flights from st. petersburg and charlotte flights should leave after noon arrive after 5 pm nonstop flight,flight,8982a5a4-f6f8-47bf-8448-62d5d5a10b46,0
show me the evening flights from baltimore to atlanta,flight,63fc052f-5b69-4891-998e-818564880071,0
can you list flights from washington to toronto with the lowest one way fares,flight,b9279644-686e-4a0b-86c9-f116d8c9a879,0
